ts,Tipo,DOW_name,ROI,score_oos,score_all,score_source
2025-09-05 12:35:00,FT,Sex,1.4900000000000002,0.3874307856738982,0.4084202095430014,global_fallback
2025-09-05 12:47:00,FT,Sex,-1.0,0.39603263961572416,0.4028890583726977,global_fallback
2025-09-05 12:59:00,FT,Sex,0.0,0.39279557873988913,0.3942446165546019,global_fallback
2025-09-05 13:13:00,FT,Sex,0.0,0.39700002364397824,0.4030703855966658,global_fallback
2025-09-05 13:27:00,FT,Sex,0.0,0.3989990424082637,0.4031804532633125,global_fallback
2025-09-05 13:34:00,FH,Sex,0.0,0.3986803501392883,0.40355499661439637,global_fallback
2025-09-05 13:44:00,FH,Sex,-1.0,0.39017669276344635,0.4064995035527023,global_fallback
2025-09-05 14:07:00,FT,Sex,-1.0,0.4123857833908057,0.42594308722544183,global_fallback
2025-09-05 14:20:00,FT,Sex,0.95,0.40852984494710887,0.4157661322421922,global_fallback
2025-09-05 14:23:00,FH,Sex,-1.0,0.41057970949717215,0.4219844083181719,global_fallback
2025-09-05 14:48:00,FT,Sex,-1.0,0.3843935388774117,0.3980797751439233,global_fallback
2025-09-05 14:57:00,FT,Sex,-1.0,0.3995849620775906,0.4191430532920084,global_fallback
2025-09-05 17:16:00,FT,Sex,-1.0,0.3991767963278151,0.42016697223358657,global_fallback
2025-09-05 17:32:00,FH,Sex,-0.5,0.39777247542879746,0.4196066446724353,global_fallback
2025-09-05 17:37:00,FT,Sex,1.3690000000000002,0.6615363654303952,0.6574735793606692,global_fallback
2025-09-05 17:48:00,FT,Sex,0.0,0.3864763124071327,0.39775089005936803,global_fallback
2025-09-05 17:52:00,FT,Sex,-1.0,0.39245522227134627,0.41223619740305867,global_fallback
2025-09-05 18:15:00,FT,Sex,0.8999999999999999,0.3889568613791258,0.4015695532579636,global_fallback
2025-09-06 08:57:00,FT,Sáb,1.44,0.40401928216988686,0.41126065674960816,global_fallback
2025-09-06 08:57:00,FT,Sáb,-1.0,0.4084868815897159,0.4190694763960875,global_fallback
