ts,DOW_name,Tipo,score_raw,score_cal,StakeMax_USD,ROI
2025-09-20 13:53:00,Sáb,FH,0.7767680472820713,0.5,299.0,-0.5
2025-09-20 14:34:00,Sáb,FH,0.4526071422377627,0.375,160.0,0.92
2025-09-20 14:56:00,Sáb,FT,0.0407766937022786,0.0,1437.0,-0.5
2025-09-20 15:02:00,Sáb,FT,0.3495862440068981,0.35,16.0,1.08
2025-09-20 15:03:00,Sáb,FT,0.3540875505574155,0.35,493.0,-1.0
2025-09-20 15:56:00,Sáb,FH,0.2630199470154816,0.09433962264150944,50.0,0.0
2025-09-20 15:58:00,Sáb,FH,0.4147084712404895,0.375,51.0,-1.0
2025-09-20 16:01:00,Sáb,FT,0.5279872931080872,0.375,72.0,1.2000000000000002
2025-09-20 16:02:00,Sáb,FH,0.4166663054564921,0.375,133.0,-0.5
2025-09-20 16:15:00,Sáb,FT,0.3840301295150894,0.35,222.0,1.1789999999999998
2025-09-20 16:21:00,Sáb,FT,0.1141934099757837,0.0,1260.0,-1.0
2025-09-20 16:21:00,Sáb,FH,0.2445216744594782,0.09433962264150944,353.0,-1.0
2025-09-20 16:22:00,Sáb,FT,0.1645823021000927,0.08035289830462164,307.0,0.925
2025-09-20 16:34:00,Sáb,FH,0.4537152124387634,0.375,153.0,-0.5
2025-09-20 16:37:00,Sáb,FH,0.4351730043454552,0.375,179.0,-1.0
2025-09-20 16:47:00,Sáb,FT,0.364279842753298,0.35,183.0,-1.0
2025-09-20 17:00:00,Sáb,FT,0.3493017219154248,0.35,185.0,0.8260000000000001
2025-09-20 17:03:00,Sáb,FT,0.3255204983898602,0.3333333333333333,579.0,1.5299999999999998
2025-09-20 17:10:00,Sáb,FT,0.3006376780490692,0.09433962264150944,464.0,-1.0
2025-09-20 17:27:00,Sáb,FT,0.354185184741678,0.35,192.0,-1.0
2025-09-20 18:45:00,Sáb,FT,0.3553890054300597,0.35,450.0,0.0
2025-09-20 19:09:00,Sáb,FH,0.1109192514506698,0.0,480.0,-0.5
2025-09-20 19:18:00,Sáb,FT,0.3185734258293939,0.3333333333333333,57.0,0.0
2025-09-20 19:23:00,Sáb,FT,0.595488669697803,0.375,828.0,0.81
2025-09-20 19:48:00,Sáb,FH,0.1764115608766052,0.09433962264150944,50.0,-1.0
2025-09-20 19:50:00,Sáb,FT,0.571625013154525,0.375,260.0,-1.0
2025-09-20 20:30:00,Sáb,FH,0.4387770936215408,0.375,359.0,0.0
2025-09-20 21:22:00,Sáb,FH,0.459365839198698,0.375,242.0,-0.5
2025-09-20 21:27:00,Sáb,FT,0.3068451343882403,0.3333333333333333,536.0,0.6499999999999999
2025-09-20 22:20:00,Sáb,FT,0.4109291725976902,0.35,665.0,0.934
